0.095	5.312	5.663	8.232	33.333	33.333	33.333
8.471	4.259	4.499	8.221	33.333	33.333	33.333
12.972	3.892	4.112	8.221	33.333	33.333	33.333
17.776	3.710	3.914	6.384	33.333	33.333	33.333
22.580	3.599	3.804	6.035	33.333	33.333	33.333
27.387	3.172	3.340	5.328	33.333	33.333	33.333
31.894	3.198	3.349	5.328	33.333	33.333	33.333
36.693	3.231	3.346	4.573	33.333	33.333	33.333
41.198	3.250	3.351	4.532	33.333	33.333	33.333
45.708	3.270	3.347	4.532	33.333	33.333	33.333
50.510	3.284	3.345	4.478	33.333	33.333	33.333
55.015	3.263	3.334	4.471	33.333	33.333	33.333
59.816	3.248	3.333	4.490	33.333	33.333	33.333
64.330	3.243	3.321	4.490	33.333	33.333	33.333
68.833	3.240	3.316	4.518	33.333	33.333	33.333
73.647	3.241	3.307	4.490	33.333	33.333	33.333
78.441	3.244	3.309	4.530	33.333	33.333	33.333
82.946	3.248	3.311	4.511	33.333	33.333	33.333
87.456	3.258	3.318	4.511	33.333	33.333	33.333
91.974	3.262	3.314	4.490	33.333	33.333	33.333
96.758	3.261	3.325	4.495	33.333	33.333	33.333
101.566	3.268	3.327	4.512	33.333	33.333	33.333
106.382	3.266	3.321	4.532	33.333	33.333	33.333
111.179	3.264	3.316	4.568	33.333	33.333	33.333
115.686	3.263	3.312	4.564	33.333	33.333	33.333
120.198	3.265	3.310	4.534	33.333	33.333	33.333
123.517	3.257	3.310	4.158	33.333	33.333	33.333
127.106	3.255	3.313	3.721	33.333	33.333	33.333
130.410	3.249	3.313	3.296	33.333	33.333	33.333
134.013	3.247	3.317	2.861	33.333	33.333	33.333
137.314	3.246	3.309	2.445	33.333	33.333	33.333
140.626	3.250	3.309	2.459	33.333	33.333	33.333
144.227	3.253	3.300	2.606	33.333	33.333	33.333
147.533	3.257	3.300	2.606	33.333	33.333	33.333
151.129	3.255	3.302	2.842	33.333	33.333	33.333
154.440	3.251	3.302	2.831	33.333	33.333	33.333
157.760	3.245	3.018	2.708	33.333	33.333	33.333
161.052	3.245	2.690	2.549	33.333	33.333	33.333
164.652	3.239	2.368	2.344	33.333	33.333	33.333
167.953	3.243	2.042	2.259	33.333	33.333	33.333
171.264	3.249	1.720	2.368	33.333	33.333	33.333
174.569	3.249	1.683	2.413	33.333	33.333	33.333
178.164	3.261	1.692	2.424	33.333	33.333	33.333
181.465	3.262	1.695	2.490	33.333	33.333	33.333
184.781	3.255	1.702	2.507	33.333	33.333	33.333
188.086	3.247	1.707	2.403	33.333	33.333	33.333
190.486	2.963	1.713	2.403	33.333	33.333	33.333
193.187	2.646	1.701	2.363	33.333	33.333	33.333
195.594	2.334	1.700	2.363	33.333	33.333	33.333
198.299	2.023	1.692	2.322	33.333	33.333	33.333
201.306	1.713	1.684	2.401	33.333	33.333	33.333
204.008	1.682	1.677	2.505	33.333	33.333	33.333
206.706	1.684	1.675	2.561	33.333	33.333	33.333
209.110	1.678	1.669	2.561	33.333	33.333	33.333
211.522	1.683	1.667	2.571	33.333	33.333	33.333
213.914	1.685	1.665	2.496	33.333	33.333	33.333
216.318	1.684	1.672	2.383	33.333	33.333	33.333
218.724	1.677	1.677	2.286	33.333	33.333	33.333
