1	8.116	8.116
2	5.548	6.832
3	4.590	6.084
4	4.627	5.720
5	4.687	5.513
6	4.460	4.782
7	4.450	4.562
8	4.554	4.555
9	4.484	4.527
10	4.442	4.478
11	4.523	4.490
12	4.497	4.500
13	4.462	4.481
14	4.481	4.481
15	4.549	4.502
16	4.450	4.487
17	4.421	4.472
18	4.458	4.471
19	3.668	4.309
20	3.742	4.147
21	3.637	3.985
22	3.606	3.822
23	3.618	3.654
24	3.593	3.639
25	3.599	3.610
26	3.603	3.603
27	3.616	3.605
28	3.599	3.602
29	3.609	3.605
30	3.637	3.612
31	3.657	3.623
32	3.634	3.627
33	3.589	3.625
34	3.589	3.621
35	3.609	3.615
36	3.591	3.602
37	3.511	3.577
38	3.509	3.561
39	3.514	3.546
40	3.515	3.528
41	3.514	3.512
42	3.510	3.512
43	2.968	3.404
44	3.185	3.338
45	2.973	3.230
46	2.971	3.121
47	2.962	3.011
48	3.734	3.165
49	2.833	3.094
50	2.609	3.021
51	2.776	2.982
52	2.566	2.903
53	2.967	2.750
54	2.826	2.748
55	2.349	2.696
56	2.357	2.613
57	2.324	2.564
58	2.319	2.435
59	2.318	2.333
60	2.308	2.325
61	1.998	2.253
62	2.013	2.191
63	2.063	2.140
64	2.731	2.222
65	2.294	2.219
66	2.309	2.282
67	1.890	2.257
68	1.964	2.237
69	1.896	2.070
70	1.913	1.994
71	1.923	1.917
72	1.873	1.913
73	1.856	1.892
74	1.856	1.884
75	1.839	1.869
76	1.858	1.856
77	1.830	1.847
78	1.832	1.843
79	1.834	1.838
80	1.821	1.835
81	1.835	1.830
82	1.824	1.829
83	1.833	1.829
84	1.842	1.831
85	1.982	1.863
86	1.943	1.884
87	1.949	1.909
88	2.148	1.972
89	1.962	1.996
90	1.932	1.986
91	1.574	1.913
92	1.603	1.843
93	1.569	1.728
94	1.559	1.647
95	1.550	1.571
96	1.552	1.566
97	1.783	1.602
98	1.439	1.576
99	1.456	1.556
100	1.518	1.549
