1	5.306	5.658	7.992	33.333	33.333	33.333	1	1	1
2	4.226	4.471	6.746	33.333	33.333	33.333	1	1	1
3	3.874	4.096	6.011	33.333	33.333	33.333	1	1	1
4	3.698	3.895	5.656	33.333	33.333	33.333	1	1	1
5	3.593	3.773	5.454	33.333	33.333	33.333	1	1	1
6	3.177	3.302	4.740	33.333	33.333	33.333	1	1	1
7	3.190	3.299	4.522	33.333	33.333	33.333	1	1	1
8	3.199	3.285	4.517	33.333	33.333	33.333	1	1	1
9	3.214	3.290	4.489	33.333	33.333	33.333	1	1	1
10	3.221	3.284	4.440	33.333	33.333	33.333	1	1	1
11	3.222	3.278	4.440	33.333	33.333	33.333	1	1	1
12	3.224	3.281	4.455	33.333	33.333	33.333	1	1	1
13	3.225	3.283	4.437	33.333	33.333	33.333	1	1	1
14	3.223	3.272	4.437	33.333	33.333	33.333	1	1	1
15	3.227	3.282	4.459	33.333	33.333	33.333	1	1	1
16	3.228	3.288	4.446	33.333	33.333	33.333	1	1	1
17	3.231	3.289	4.436	36.891	36.240	26.870	1	1	1
18	3.234	3.290	4.435	36.891	36.240	26.870	1	1	1
19	3.303	3.366	4.262	36.891	36.240	26.870	1	1	1
20	3.303	3.366	4.262	36.891	36.240	26.870	1	1	1
21	3.369	3.412	3.939	36.891	36.240	26.870	1	1	1
22	3.433	3.465	3.776	36.891	36.240	26.870	1	1	1
23	3.560	3.577	3.601	37.068	36.241	26.691	1	1	1
24	3.560	3.577	3.589	37.068	36.241	26.691	1	1	1
25	3.557	3.561	3.552	37.068	36.241	26.691	1	1	1
26	3.562	3.567	3.545	37.068	36.241	26.691	1	1	1
27	3.562	3.567	3.531	37.068	36.241	26.691	1	1	1
28	3.562	3.576	3.529	37.068	36.241	26.691	1	1	1
29	3.572	3.569	3.533	36.948	36.154	26.898	1	1	1
30	3.572	3.569	3.548	36.948	36.154	26.898	1	1	1
31	3.575	3.567	3.548	36.948	36.154	26.898	1	1	1
32	3.577	3.578	3.559	36.948	36.154	26.898	1	1	1
33	3.582	3.581	3.562	36.948	36.154	26.898	1	1	2
34	3.578	3.571	3.562	36.948	36.154	26.898	1	1	2
35	3.573	3.570	3.277	36.061	35.316	28.624	1	1	2
36	3.568	3.561	2.933	36.061	35.316	28.624	1	1	2
37	3.566	3.561	2.639	36.061	35.316	28.624	1	1	2
38	3.547	3.530	2.431	36.061	35.316	28.624	1	1	2
39	3.534	3.518	2.100	36.061	35.316	28.624	1	1	2
40	3.520	3.498	2.051	36.061	35.316	28.624	1	1	2
41	3.506	3.472	2.138	30.390	30.053	39.557	1	1	2
42	3.490	3.454	2.146	30.390	30.053	39.557	1	1	2
43	3.380	3.357	2.230	30.390	30.053	39.557	1	1	2
