8.213	8.213	8.213
13.021	4.707	6.460
17.903	4.782	5.900
22.470	4.466	5.542
27.009	4.438	5.321
31.637	4.528	4.584
36.404	4.667	4.576
41.028	4.523	4.524
45.680	4.551	4.541
50.282	4.502	4.554
54.920	4.538	4.556
59.429	4.409	4.504
63.935	4.406	4.481
68.532	4.497	4.470
73.133	4.501	4.470
77.699	4.465	4.455
82.381	4.582	4.490
86.881	4.400	4.489
91.401	4.420	4.473
96.026	4.524	4.478
100.568	4.442	4.473
105.173	4.505	4.458
109.728	4.455	4.469
114.267	4.438	4.472
118.847	4.480	4.464
123.426	4.478	4.471
127.957	4.430	4.456
132.495	4.438	4.452
137.014	4.419	4.449
141.528	4.414	4.435
146.028	4.400	4.420
150.615	4.487	4.431
155.155	4.439	4.431
159.701	4.446	4.437
164.274	4.473	4.449
168.794	4.420	4.453
173.317	4.423	4.440
177.938	4.521	4.456
182.515	4.476	4.462
187.037	4.422	4.452
191.637	4.499	4.468
196.166	4.428	4.469
200.704	4.437	4.452
205.289	4.485	4.454
209.824	4.435	4.456
214.386	4.462	4.449
218.969	4.482	4.460
222.630	3.561	4.285
226.294	3.563	4.100
229.948	3.554	3.924
233.622	3.573	3.746
237.294	3.572	3.564
240.982	3.587	3.569
244.636	3.554	3.568
248.373	3.637	3.584
252.036	3.562	3.582
255.746	3.610	3.590
259.406	3.560	3.584
263.063	3.557	3.585
266.726	3.563	3.570
270.396	3.570	3.572
274.057	3.561	3.562
277.726	3.568	3.563
281.409	3.583	3.569
285.073	3.564	3.569
288.745	3.572	3.569
292.469	3.624	3.582
296.151	3.582	3.585
299.832	3.581	3.584
303.519	3.587	3.589
307.160	3.541	3.583
310.812	3.552	3.568
314.469	3.557	3.563
318.137	3.568	3.561
321.799	3.561	3.555
325.484	3.585	3.564
329.145	3.560	3.566
332.804	3.559	3.566
336.475	3.571	3.567
340.128	3.553	3.565
343.785	3.557	3.560
347.439	3.553	3.558
351.107	3.568	3.560
354.781	3.574	3.561
358.451	3.569	3.564
362.103	3.552	3.563
365.785	3.582	3.569
369.475	3.590	3.573
373.141	3.565	3.571
376.801	3.560	3.569
380.465	3.563	3.572
384.137	3.572	3.570
387.804	3.567	3.565
391.457	3.553	3.563
395.112	3.555	3.562
397.744	2.532	3.355
400.395	2.550	3.151
403.041	2.546	2.947
405.679	2.538	2.744
408.313	2.533	2.539
410.954	2.540	2.541
413.488	2.434	2.518
416.608	3.019	2.612
419.165	2.457	2.596
422.197	2.932	2.676
425.058	2.760	2.720
427.595	2.437	2.721
430.169	2.474	2.612
432.754	2.485	2.617
435.357	2.503	2.531
438.040	2.583	2.496
440.665	2.525	2.514
443.327	2.562	2.531
445.868	2.441	2.522
448.584	2.616	2.545
451.372	2.688	2.566
454.083	2.611	2.583
456.786	2.603	2.591
459.403	2.516	2.606
462.282	2.778	2.639
464.887	2.505	2.602
467.486	2.499	2.580
470.131	2.544	2.568
472.799	2.567	2.578
475.527	2.627	2.548
478.061	2.434	2.534
480.615	2.453	2.525
483.200	2.485	2.513
485.836	2.536	2.507
488.378	2.442	2.470
490.919	2.441	2.471
493.515	2.496	2.480
496.358	2.742	2.531
498.892	2.434	2.511
501.584	2.591	2.540
504.391	2.707	2.594
507.224	2.733	2.641
509.952	2.628	2.618
512.495	2.443	2.620
515.027	2.432	2.588
517.579	2.451	2.537
520.387	2.708	2.532
523.384	2.897	2.586
526.088	2.604	2.618
529.003	2.815	2.695
531.661	2.557	2.716
534.391	2.629	2.700
536.948	2.457	2.612
539.495	2.447	2.581
542.107	2.512	2.520
544.726	2.519	2.512
547.344	2.518	2.490
549.970	2.526	2.504
552.569	2.499	2.514
555.167	2.498	2.512
557.775	2.507	2.509
560.306	2.431	2.492
562.857	2.450	2.477
565.420	2.463	2.469
567.955	2.435	2.457
569.392	1.337	2.223
570.827	1.335	2.004
572.284	1.357	1.785
573.732	1.348	1.562
575.242	1.410	1.357
576.684	1.342	1.358
578.114	1.330	1.357
579.542	1.327	1.351
580.958	1.316	1.345
582.371	1.313	1.325
583.764	1.292	1.315
585.165	1.301	1.309
586.593	1.328	1.310
587.942	1.249	1.296
589.284	1.242	1.282
590.636	1.252	1.274
592.174	1.438	1.301
593.677	1.403	1.316
595.106	1.329	1.332
596.470	1.263	1.337
598.032	1.461	1.378
599.549	1.417	1.374
601.037	1.388	1.371
602.400	1.263	1.358
603.847	1.347	1.375
605.245	1.298	1.342
606.645	1.300	1.319
608.070	1.324	1.306
609.472	1.301	1.314
610.867	1.295	1.303
612.280	1.313	1.306
613.756	1.376	1.321
615.277	1.421	1.341
616.706	1.329	1.346
618.144	1.338	1.355
619.492	1.248	1.342
620.989	1.397	1.346
622.359	1.269	1.316
623.764	1.305	1.311
625.162	1.298	1.303
626.546	1.283	1.310
627.906	1.259	1.282
629.277	1.271	1.283
630.607	1.230	1.268
631.954	1.246	1.257
633.283	1.229	1.247
634.616	1.232	1.241
635.953	1.237	1.234
637.436	1.382	1.265
638.924	1.388	1.293
640.417	1.393	1.326
641.774	1.257	1.331
643.099	1.225	1.329
644.411	1.212	1.295
645.739	1.228	1.263
647.092	1.253	1.235
648.452	1.259	1.235
649.900	1.348	1.260
651.296	1.296	1.276
652.736	1.340	1.299
654.171	1.335	1.315
655.774	1.502	1.364
657.119	1.245	1.343
658.548	1.329	1.350
659.910	1.262	1.334
661.261	1.251	1.317
662.623	1.261	1.269
663.993	1.270	1.274
665.368	1.275	1.263
666.759	1.290	1.269
668.260	1.401	1.299
669.637	1.276	1.302
670.996	1.259	1.300
672.370	1.274	1.300
673.745	1.275	1.297
675.104	1.259	1.268
676.479	1.275	1.268
677.826	1.246	1.265
679.181	1.255	1.262
680.508	1.227	1.252
681.972	1.364	1.273
683.314	1.242	1.266
684.717	1.303	1.278
686.103	1.286	1.284
687.463	1.260	1.291
688.815	1.252	1.268
690.140	1.225	1.265
691.494	1.253	1.255
692.824	1.230	1.244
694.292	1.368	1.265
695.768	1.376	1.290
697.320	1.452	1.335
698.807	1.387	1.362
700.184	1.276	1.371
701.535	1.251	1.348
702.888	1.253	1.323
704.241	1.252	1.283
705.595	1.254	1.257
706.975	1.279	1.257
708.350	1.275	1.262
709.804	1.353	1.282
711.207	1.302	1.292
712.564	1.257	1.293
713.914	1.250	1.287
715.376	1.361	1.304
716.744	1.268	1.287
718.119	1.275	1.282
719.478	1.259	1.282
720.837	1.259	1.284
722.209	1.272	1.266
723.579	1.270	1.267
724.932	1.253	1.262
726.427	1.394	1.289
727.801	1.274	1.292
729.287	1.386	1.315
730.640	1.253	1.312
732.074	1.333	1.328
733.568	1.394	1.328
734.951	1.283	1.329
736.442	1.391	1.330
738.002	1.460	1.372
739.463	1.361	1.377
740.732	1.169	1.332
741.931	1.099	1.296
743.152	1.121	1.242
744.274	1.022	1.154
745.478	1.103	1.102
746.743	1.165	1.102
747.694	0.851	1.052
748.681	0.887	1.005
749.633	0.852	0.971
750.587	0.854	0.921
751.600	0.913	0.871
752.536	0.836	0.868
753.509	0.873	0.865
754.449	0.840	0.863
755.384	0.835	0.859
756.329	0.844	0.845
757.403	0.974	0.873
758.380	0.877	0.874
759.310	0.830	0.872
760.257	0.847	0.874
761.174	0.817	0.869
762.090	0.816	0.837
763.005	0.815	0.825
763.987	0.882	0.835
764.937	0.850	0.836
765.895	0.858	0.844
766.831	0.836	0.848
767.836	0.905	0.866
768.800	0.864	0.862
769.755	0.855	0.863
770.717	0.862	0.864
771.654	0.836	0.864
772.566	0.812	0.845
773.475	0.809	0.834
774.398	0.823	0.828
775.323	0.825	0.821
776.227	0.804	0.814
777.136	0.809	0.814
778.050	0.814	0.815
778.976	0.826	0.815
779.991	0.915	0.833
780.885	0.794	0.831
781.794	0.809	0.831
782.700	0.806	0.830
783.602	0.802	0.825
784.511	0.809	0.804
785.410	0.799	0.805
786.314	0.803	0.803
787.213	0.799	0.802
788.148	0.835	0.809
789.241	0.993	0.845
790.204	0.863	0.858
791.267	0.963	0.890
792.256	0.889	0.908
793.247	0.890	0.919
794.153	0.806	0.882
795.078	0.825	0.874
795.996	0.817	0.845
796.909	0.813	0.830
797.830	0.820	0.816
798.738	0.808	0.816
799.663	0.825	0.816
800.565	0.802	0.813
801.464	0.799	0.810
802.523	0.959	0.838
803.453	0.830	0.843
804.350	0.797	0.837
805.398	0.948	0.866
806.300	0.802	0.867
807.216	0.815	0.838
808.145	0.829	0.838
809.056	0.811	0.841
809.967	0.811	0.813
810.874	0.807	0.814
811.790	0.815	0.814
812.709	0.819	0.812
813.624	0.815	0.813
814.641	0.917	0.834
815.697	0.956	0.864
816.731	0.934	0.888
817.671	0.840	0.892
818.744	0.973	0.924
819.714	0.869	0.914
820.610	0.796	0.882
821.548	0.837	0.863
822.468	0.820	0.859
823.399	0.831	0.830
824.320	0.821	0.821
825.233	0.813	0.824
826.152	0.818	0.820
827.139	0.887	0.834
828.110	0.871	0.842
829.204	0.994	0.876
830.107	0.802	0.874
831.042	0.835	0.877
832.080	0.938	0.888
833.049	0.869	0.887
833.976	0.827	0.854
834.973	0.896	0.873
835.929	0.856	0.877
836.874	0.845	0.858
837.858	0.883	0.861
838.811	0.852	0.866
839.835	0.924	0.872
840.752	0.817	0.864
841.677	0.825	0.860
842.616	0.839	0.851
843.536	0.819	0.844
844.440	0.803	0.820
845.341	0.801	0.817
846.260	0.819	0.816
847.168	0.808	0.810
848.080	0.811	0.808
849.161	0.981	0.844
850.238	0.977	0.879
851.141	0.802	0.875
852.028	0.787	0.871
852.929	0.801	0.869
853.825	0.795	0.832
854.740	0.815	0.800
855.670	0.830	0.805
856.590	0.820	0.812
857.489	0.799	0.811
858.411	0.822	0.817
859.476	0.965	0.847
860.395	0.819	0.845
861.434	0.939	0.868
862.333	0.799	0.868
863.252	0.819	0.868
864.190	0.838	0.842
865.190	0.900	0.859
866.185	0.894	0.850
867.183	0.897	0.869
868.095	0.812	0.868
869.116	0.920	0.884
870.040	0.824	0.869
871.128	0.987	0.888
872.052	0.824	0.873
872.982	0.829	0.876
873.901	0.818	0.856
874.847	0.846	0.860
875.789	0.841	0.831
876.731	0.842	0.835
877.749	0.917	0.852
878.747	0.897	0.868
879.789	0.942	0.887
880.725	0.836	0.886
881.646	0.821	0.882
882.547	0.800	0.859
883.464	0.817	0.843
884.384	0.819	0.818
885.291	0.807	0.812
886.195	0.804	0.809
887.109	0.814	0.812
888.025	0.815	0.811
888.945	0.820	0.812
889.954	0.908	0.832
890.856	0.802	0.831
891.778	0.822	0.833
892.771	0.892	0.848
893.797	0.926	0.870
894.728	0.831	0.854
895.798	0.970	0.888
896.716	0.817	0.887
897.653	0.837	0.876
898.670	0.917	0.874
899.583	0.812	0.870
900.560	0.877	0.852
901.488	0.828	0.854
902.411	0.823	0.851
903.346	0.835	0.835
904.275	0.828	0.838
905.223	0.847	0.832
906.143	0.820	0.830
907.046	0.803	0.826
907.946	0.800	0.819
908.933	0.886	0.831
909.992	0.959	0.853
910.939	0.847	0.859
911.832	0.793	0.857
912.720	0.787	0.854
913.620	0.800	0.837
914.544	0.824	0.810
915.461	0.817	0.804
916.368	0.807	0.807
917.279	0.811	0.811
918.204	0.825	0.816
919.285	0.981	0.848
920.260	0.875	0.859
921.236	0.876	0.873
922.137	0.801	0.871
923.063	0.826	0.871
923.989	0.826	0.840
924.908	0.819	0.829
925.839	0.831	0.820
926.770	0.830	0.826
927.697	0.827	0.826
928.605	0.808	0.823
929.739	1.033	0.865
930.636	0.797	0.859
931.536	0.800	0.853
932.427	0.791	0.845
933.327	0.800	0.844
934.218	0.790	0.795
935.113	0.795	0.795
936.014	0.801	0.795
936.926	0.812	0.799
937.901	0.875	0.814
938.943	0.941	0.844
940.045	1.001	0.886
940.979	0.834	0.892
942.063	0.984	0.927
942.980	0.817	0.915
943.892	0.812	0.889
944.801	0.808	0.851
945.717	0.815	0.847
946.649	0.831	0.816
947.572	0.823	0.817
948.510	0.837	0.822
949.434	0.824	0.826
950.388	0.854	0.833
951.339	0.851	0.837
952.463	1.024	0.878
953.431	0.868	0.884
954.440	0.908	0.901
955.440	0.900	0.910
956.478	0.938	0.927
957.443	0.865	0.895
958.368	0.825	0.887
959.303	0.835	0.872
960.236	0.833	0.859
961.171	0.834	0.838
962.099	0.828	0.831
