0.086	5.306	5.658	7.992	33.333	33.333	33.333	1	1	1
5.761	4.226	4.471	6.746	33.333	33.333	33.333	1	1	1
10.271	3.874	4.096	6.011	33.333	33.333	33.333	1	1	1
15.068	3.698	3.895	5.656	33.333	33.333	33.333	1	1	1
19.873	3.593	3.773	5.454	33.333	33.333	33.333	1	1	1
24.378	3.177	3.302	4.740	33.333	33.333	33.333	1	1	1
28.892	3.190	3.299	4.522	33.333	33.333	33.333	1	1	1
33.693	3.199	3.285	4.517	33.333	33.333	33.333	1	1	1
38.199	3.214	3.290	4.489	33.333	33.333	33.333	1	1	1
42.702	3.221	3.284	4.440	33.333	33.333	33.333	1	1	1
47.321	3.222	3.278	4.440	33.333	33.333	33.333	1	1	1
52.013	3.224	3.281	4.455	33.333	33.333	33.333	1	1	1
56.525	3.225	3.283	4.437	33.333	33.333	33.333	1	1	1
61.043	3.223	3.272	4.437	33.333	33.333	33.333	1	1	1
65.829	3.227	3.282	4.459	33.333	33.333	33.333	1	1	1
70.338	3.228	3.288	4.446	33.333	33.333	33.333	1	1	1
74.838	3.231	3.289	4.436	36.891	36.240	26.870	1	1	1
79.347	3.234	3.290	4.435	36.891	36.240	26.870	1	1	1
83.247	3.303	3.366	4.262	36.891	36.240	26.870	1	1	1
86.859	3.303	3.366	4.262	36.891	36.240	26.870	1	1	1
90.760	3.369	3.412	3.939	36.891	36.240	26.870	1	1	1
94.380	3.433	3.465	3.776	36.891	36.240	26.870	1	1	1
98.271	3.560	3.577	3.601	37.068	36.241	26.691	1	1	1
101.875	3.560	3.577	3.589	37.068	36.241	26.691	1	1	1
105.484	3.557	3.561	3.552	37.068	36.241	26.691	1	1	1
109.382	3.562	3.567	3.545	37.068	36.241	26.691	1	1	1
112.987	3.562	3.567	3.531	37.068	36.241	26.691	1	1	1
116.596	3.562	3.576	3.529	37.068	36.241	26.691	1	1	1
120.489	3.572	3.569	3.533	36.948	36.154	26.898	1	1	1
124.102	3.572	3.569	3.548	36.948	36.154	26.898	1	1	1
127.719	3.575	3.567	3.548	36.948	36.154	26.898	1	1	1
131.604	3.577	3.578	3.559	36.948	36.154	26.898	1	1	1
135.208	3.582	3.581	3.562	36.948	36.154	26.898	1	1	2
138.823	3.578	3.571	3.562	36.948	36.154	26.898	1	1	2
142.719	3.573	3.570	3.277	36.061	35.316	28.624	1	1	2
146.337	3.568	3.561	2.933	36.061	35.316	28.624	1	1	2
149.932	3.566	3.561	2.639	36.061	35.316	28.624	1	1	2
153.539	3.547	3.530	2.431	36.061	35.316	28.624	1	1	2
157.144	3.534	3.518	2.100	36.061	35.316	28.624	1	1	2
160.747	3.520	3.498	2.051	36.061	35.316	28.624	1	1	2
164.350	3.506	3.472	2.138	30.390	30.053	39.557	1	1	2
167.954	3.490	3.454	2.146	30.390	30.053	39.557	1	1	2
171.255	3.380	3.357	2.230	30.390	30.053	39.557	1	1	2
174.262	3.380	3.357	2.230	30.390	30.053	39.557	1	2	2
177.560	3.270	2.910	2.624	30.390	30.053	39.557	1	2	2
180.565	3.161	2.515	2.696	30.390	30.053	39.557	1	2	2
183.570	3.053	2.117	2.833	26.117	37.247	36.636	1	2	2
187.478	2.948	1.827	2.987	26.117	37.247	36.636	1	2	2
190.478	2.867	1.608	2.917	26.117	37.247	36.636	1	2	2
193.183	2.786	1.638	2.905	26.117	37.247	36.636	1	2	2
195.909	2.786	1.710	2.905	26.117	37.247	36.636	1	2	2
198.601	2.627	1.776	2.853	26.117	37.247	36.636	1	2	2
201.602	2.546	1.848	2.853	23.715	46.597	29.687	1	2	2
204.599	2.550	1.844	2.697	23.715	46.597	29.687	1	2	2
207.013	2.508	1.844	2.596	23.715	46.597	29.687	2	2	2
209.425	2.274	2.034	2.498	23.715	46.597	29.687	2	2	2
211.817	2.010	2.034	2.405	23.715	46.597	29.687	2	2	2
214.222	1.748	2.128	2.214	23.715	46.597	29.687	2	2	2
216.919	1.480	2.305	2.050	31.592	39.857	28.551	2	2	2
219.329	1.255	2.297	2.032	31.592	39.857	28.551	2	2	2
221.435	1.299	2.225	1.961	31.592	39.857	28.551	2	2	2
223.540	1.371	2.164	1.949	31.592	39.857	28.551	2	2	2
225.651	1.442	2.164	1.941	31.592	39.857	28.551	2	2	2
228.349	1.514	2.056	2.085	31.592	39.857	28.551	2	2	2
230.752	1.589	1.993	2.141	37.361	37.580	25.059	2	2	2
233.154	1.586	1.990	2.218	37.361	37.580	25.059	2	2	2
235.252	1.642	1.990	2.197	37.361	37.580	25.059	2	2	2
237.357	1.691	1.929	2.198	37.361	37.580	25.059	2	2	2
239.165	1.748	1.929	2.198	37.361	37.580	25.059	2	2	3
241.265	1.802	1.900	1.859	37.361	37.580	25.059	2	2	3
243.364	1.856	1.885	1.663	36.510	36.159	27.331	2	2	3
245.174	1.850	1.873	1.571	36.510	36.159	27.331	2	2	3
247.273	1.848	1.876	1.431	36.510	36.159	27.331	2	2	3
249.081	1.842	1.854	1.305	36.510	36.159	27.331	2	2	3
251.179	1.834	1.835	1.290	36.510	36.159	27.331	2	2	3
252.988	1.831	1.803	1.316	36.510	36.159	27.331	2	2	3
255.087	1.825	1.803	1.320	32.923	33.004	34.074	2	2	3
256.900	1.819	1.798	1.328	32.923	33.004	34.074	2	2	3
258.991	1.812	1.806	1.329	32.923	33.004	34.074	2	2	3
260.794	1.810	1.806	1.314	32.923	33.004	34.074	2	2	3
262.603	1.805	1.787	1.280	32.923	33.004	34.074	2	2	3
264.702	1.803	1.785	1.253	32.923	33.004	34.074	2	2	3
266.517	1.807	1.782	1.258	28.546	29.017	42.437	2	2	3
