1	5.312	5.663	8.232	33.333	33.333	33.333	1	1	1
2	4.259	4.499	8.221	33.333	33.333	33.333	1	1	1
3	3.892	4.112	8.221	33.333	33.333	33.333	1	1	1
4	3.710	3.914	6.384	33.333	33.333	33.333	1	1	1
5	3.599	3.804	6.035	33.333	33.333	33.333	1	1	1
6	3.172	3.340	5.328	33.333	33.333	33.333	1	1	1
7	3.198	3.349	5.328	33.333	33.333	33.333	1	1	1
8	3.231	3.346	4.573	33.333	33.333	33.333	1	1	1
9	3.250	3.351	4.532	33.333	33.333	33.333	1	1	1
10	3.270	3.347	4.532	33.333	33.333	33.333	1	1	1
11	3.284	3.345	4.478	33.333	33.333	33.333	1	1	1
12	3.263	3.334	4.471	33.333	33.333	33.333	1	1	1
13	3.248	3.333	4.490	33.333	33.333	33.333	1	1	1
14	3.243	3.321	4.490	33.333	33.333	33.333	1	1	1
15	3.240	3.316	4.518	33.333	33.333	33.333	1	1	1
16	3.241	3.307	4.490	33.333	33.333	33.333	1	1	1
17	3.244	3.309	4.530	33.333	33.333	33.333	1	1	1
18	3.248	3.311	4.511	33.333	33.333	33.333	1	1	1
19	3.258	3.318	4.511	33.333	33.333	33.333	1	1	1
20	3.262	3.314	4.490	33.333	33.333	33.333	1	1	1
21	3.261	3.325	4.495	33.333	33.333	33.333	1	1	1
22	3.268	3.327	4.512	33.333	33.333	33.333	1	1	1
23	3.266	3.321	4.532	33.333	33.333	33.333	1	1	1
24	3.264	3.316	4.568	33.333	33.333	33.333	1	1	1
25	3.263	3.312	4.564	33.333	33.333	33.333	1	1	1
26	3.265	3.310	4.534	33.333	33.333	33.333	1	1	2
27	3.257	3.310	4.158	33.333	33.333	33.333	1	1	2
28	3.255	3.313	3.721	33.333	33.333	33.333	1	1	2
29	3.249	3.313	3.296	33.333	33.333	33.333	1	1	2
30	3.247	3.317	2.861	33.333	33.333	33.333	1	1	2
31	3.246	3.309	2.445	33.333	33.333	33.333	1	1	2
32	3.250	3.309	2.459	33.333	33.333	33.333	1	1	2
33	3.253	3.300	2.606	33.333	33.333	33.333	1	1	2
34	3.257	3.300	2.606	33.333	33.333	33.333	1	1	2
35	3.255	3.302	2.842	33.333	33.333	33.333	1	1	2
36	3.251	3.302	2.831	33.333	33.333	33.333	1	2	2
37	3.245	3.018	2.708	33.333	33.333	33.333	1	2	2
38	3.245	2.690	2.549	33.333	33.333	33.333	1	2	2
39	3.239	2.368	2.344	33.333	33.333	33.333	1	2	2
40	3.243	2.042	2.259	33.333	33.333	33.333	1	2	2
41	3.249	1.720	2.368	33.333	33.333	33.333	1	2	2
42	3.249	1.683	2.413	33.333	33.333	33.333	1	2	2
43	3.261	1.692	2.424	33.333	33.333	33.333	1	2	2
44	3.262	1.695	2.490	33.333	33.333	33.333	1	2	2
45	3.255	1.702	2.507	33.333	33.333	33.333	1	2	2
46	3.247	1.707	2.403	33.333	33.333	33.333	2	2	2
47	2.963	1.713	2.403	33.333	33.333	33.333	2	2	2
48	2.646	1.701	2.363	33.333	33.333	33.333	2	2	2
49	2.334	1.700	2.363	33.333	33.333	33.333	2	2	2
50	2.023	1.692	2.322	33.333	33.333	33.333	2	2	2
51	1.713	1.684	2.401	33.333	33.333	33.333	2	2	2
52	1.682	1.677	2.505	33.333	33.333	33.333	2	2	2
